scode,hycode,companycode,sname,publishname,mkt,reporttimetypecode,combinetypecode,dataajusttype,noticedate,reportdate,sumasset,fixedasset,monetaryfund,monetaryfund_tb,accountrec,accountrec_tb,inventory,inventory_tb,sumliab,accountpay,accountpay_tb,advancereceive,advancereceive_tb,sumshequity,sumshequity_tb,tsatz,tdetz,ld,zcfzl,cashanddepositcbank,cashanddepositcbank_tb,loanadvances,loanadvances_tb,saleablefasset,saleablefasset_tb,borrowfromcbank,borrowfromcbank_tb,acceptdeposit,acceptdeposit_tb,sellbuybackfasset,sellbuybackfasset_tb,settlementprovision,settlementprovision_tb,borrowfund,borrowfund_tb,agenttradesecurity,agenttradesecurity_tb,premiumrec,premiumrec_tb,stborrow,stborrow_tb,premiumadvance,premiumadvance_tb,eutime
300707,016035,80548930,威唐工业,汽车行业,cyb,003,001,2,2017-08-28T00:00:00,2017-03-31T00:00:00,421835675.39,120426663.59,90391493.83,-0.160164277555381,49546366.34,0.391514753668745,102305639.34,0.615563332210104,141662965.67,46198438.72,0.0215623474081579,37687731.7,-0.0435255579551201,280172709.72,0.225119997808359,0.132817,-0.014091,0.01991181,0.335825,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:32:16
603277,016043,80417354,银都股份,机械行业,shzb,003,001,2,2017-08-21T00:00:00,2017-03-31T00:00:00,947625267.82,244805629.92,105613823.81,-,101772840.33,-,286553520.7,-,265219453.86,128334571.93,-,21958962.52,-,682405813.96,-,-,-,0.0247127,0.2798779886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:30:50
603183,016005,80502444,建研院,工程建设,shzb,003,001,2,2017-08-15T00:00:00,2017-03-31T00:00:00,472912153.71,48176716.61,36423526.64,-,154324772.46,-,61834608.34,-,132966905.63,79599042.17,-,21873120.13,-,339945248.08,-,-,-,0.02314218,0.281166184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020-02-26T09:09:05
002515,016012,80157663,金字火腿,食品饮料,zxb,003,001,2,2017-08-11T00:00:00,2017-03-31T00:00:00,2067473611.2,384849025.22,358995209.39,16.8861039418307,39824748.2,1.7928368606422,167011633.36,-0.194326434295177,263982288.84,10971862.66,0.410977679816796,28818564.54,1.17200936008713,1803491322.36,0.282549666750133,0.428509,5.420158,0.03182669,0.1276835106,-,-,-,-,416307576.96,0.0814869251311892,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-11-28T10:29:57
300696,016034,80509329,爱乐达,航天航空,cyb,003,001,2,2017-08-09T00:00:00,2017-03-31T00:00:00,351720791.95,122149907.47,37635337.64,-,86870635.27,-,41482973.64,-,57302659.7,14712274.68,-,-,-,294418132.25,-,-,-,0.08475641,0.1629208765,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:36:46
300695,016035,80189247,兆丰股份,汽车行业,cyb,003,001,2,2017-08-07T00:00:00,2017-03-31T00:00:00,787200943.95,168916624.53,212538487.46,-,164796935.89,-,48069342.22,-,291172136.57,147775637.75,-,458434.48,-,496028807.38,-,-,-,0.01587926,0.36988286,-,-,-,-,155000000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:36:43
002895,016041,80305808,川恒股份,化工行业,zxb,003,001,2,2017-08-07T00:00:00,2017-03-31T00:00:00,2085633821.78,317450625.01,199771844.37,-,41401626.76,-,271060668.15,-,539993158.6,57182002.37,-,11336171.35,-,1545640663.18,-,-,-,0.01383033,0.2589108179,-,-,-,-,25881560.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:36:43
002893,016006,80389772,华通热力,公用事业,zxb,003,001,2,2017-08-07T00:00:00,2017-03-31T00:00:00,1175843171.2,355695297.11,100468248.27,-,295673527.18,-,59374905.13,-,725138261.08,133918215.13,-,6943543.36,-,450704910.12,-,-,-,0.00903098,0.6166964089,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:39:46
300454,016057,80134034,深信服,软件服务,cyb,003,001,2,2017-08-04T00:00:00,2017-03-31T00:00:00,1977618486.76,95380706.44,209071052.79,-,133631150.75,-,50859099.72,-,781788212.61,63923796.52,-,182347471.29,-,1195830274.15,-,-,-,0.01606162,0.395318014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:29:59
300811,016022,80670436,铂科新材,电子元件,cyb,003,001,2,2017-08-04T00:00:00,2017-03-31T00:00:00,341930833.02,63041742.28,39903067.98,-,81748758.17,-,40688155.59,-,104965353.57,30840600.89,-,180558.34,-,236965479.45,-,-,-,0.02780127,0.3069783226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:29:59
