scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
688015,016008,80992442,交控科技,交运设备,003,001,2,,2019-07-06T00:00:00,2019-03-31T00:00:00,-24289876.04,107767538.54,140148429.91,0.211359416968987,75851532.21,0.147832145717976,10203724.1,29126639.73,8236665.58,-29104172.48,-29252800.0,-3118576.18,-,-,-,-,-,1250048.18,-,-,-,-,-,-,-,-,0.169342,-0.39677,-0.49641,-26014876.15,-0.5053102208,2019/7/7 15:16:05,75851532.21
688388,016040,80037347,嘉元科技,材料行业,003,001,2,,2019-07-06T00:00:00,2019-03-31T00:00:00,80053365.6,334921234.1,243278183.34,0.435760104836775,213331869.92,0.421857193975142,3681160.82,4573719.74,8393940.41,93848079.36,93848079.36,13794713.76,-,-,-,-,-,2014288.56,-,-,-,-,-,-,-,-,0.694043,2.195102,2.140533,78179091.29,2.048348356,2019/7/7 15:14:07,213331869.92
688028,016061,80934061,沃尔德,专用设备,003,001,2,,2019-07-05T00:00:00,2019-03-31T00:00:00,14169826.67,58396888.47,44129178.62,0.097565360917924,30628688.51,0.12342270425017,4480760.95,4698964.11,328850.75,16344153.5,16357413.51,2187586.84,-,-,-,-,-,468235.58,-,-,-,-,-,-,-,-,0.079132,-0.001214,0.007604,12481688.84,0.0430372685,2019/7/5 7:19:04,30628688.51
688022,016061,80994673,瀚川智能,专用设备,003,001,2,,2019-07-05T00:00:00,2019-03-31T00:00:00,1005391.28,52207467.95,51401478.38,0.649383059849935,35390796.57,1.99136951083614,3551118.17,9063185.16,87878.01,1122589.57,1089681.59,119207.39,-,-,-,-,-,380247.32,-,-,-,-,-,-,-,-,2.322923,1.142201,1.154243,764142.33,-,2019/7/5 1:25:17,35390796.57
688088,016057,80991264,虹软科技,软件服务,003,001,2,,2019-07-04T00:00:00,2019-03-31T00:00:00,30421221.62,126048068.98,95173141.5,0.304642820676524,7636865.95,0.29226057512981,22873181.55,12070893.66,-2967057.23,34065452.18,34081946.73,3660725.11,-,-,-,-,-,1047909.43,-,-,-,-,-,-,-,-,0.292674,-0.149662,-0.163217,30019316.93,-0.4608770783,2020/1/8 11:42:19,7636865.95
688010,016021,80906241,福光股份,仪器仪表,003,001,2,,2019-07-03T00:00:00,2019-03-31T00:00:00,17070105.24,108672970.23,90578143.38,-0.0760056283170745,68446497.64,-0.0630782937911275,3564928.23,8929607.35,701786.66,20114190.74,20118123.5,3048018.26,-,-,-,-,-,531486.83,-,-,-,-,-,-,-,-,-0.088776,-0.163994,-0.165339,15358105.24,-0.1498154696,2019/7/3 1:44:59,68446497.64
688012,016061,80279650,中微公司,专用设备,003,001,2,,2019-07-03T00:00:00,2019-03-31T00:00:00,13840957.35,376288946.91,356982024.34,2.13417950906514,254178552.51,5.696528011659,40839621.18,22778279.27,1770859.22,22985533.49,23078300.86,9249698.73,-,-,-,-,-,545233.09,-,-,-,-,-,-,-,-,5.241336,1.425374,1.252811,8129953.32,1.1104306398,2019/7/3 8:57:47,254178552.51
688018,016022,80989948,乐鑫科技,电子元件,003,001,2,,2019-07-03T00:00:00,2019-03-31T00:00:00,28343748.0,147467262.96,114712653.93,0.473974461336693,78953091.91,0.481508213656579,5530502.9,10183958.6,-2114387.34,32985609.03,33011609.03,4667861.03,-,-,-,-,-,443530.37,-,-,-,-,-,-,-,-,0.372361,0.096857,0.116036,28227298.0,0.13030669,2019/7/3 1:27:25,78953091.91
688011,016061,80986355,新光光电,专用设备,003,001,2,,2019-07-03T00:00:00,2019-03-31T00:00:00,6305931.72,29045813.33,27629719.76,0.610239380981478,12126870.09,0.415912714550641,1335835.42,8620493.41,849263.09,5684613.94,7081611.6,792941.53,-,-,-,-,-,533521.09,-,-,-,-,-,-,-,-,0.094681,-0.853696,-0.809321,4421136.73,-0.8576857943,2020/1/8 11:42:19,12126870.09
688005,016040,80986609,容百科技,材料行业,003,001,2,,2019-07-02T00:00:00,2019-03-31T00:00:00,29788462.41,827074058.68,796785498.35,0.461879754791477,727430846.57,0.520194566355394,5171962.9,19735184.96,6020998.86,33392478.28,33500368.69,4014651.87,-,-,-,-,-,3422221.36,-,-,-,-,-,-,-,-,0.420423,-0.225201,-0.230171,27377579.35,-,2019/7/2 0:10:35,727430846.57
688009,016008,80319098,中国通号,交运设备,003,001,2,,2019-07-02T00:00:00,2019-03-31T00:00:00,676450474.26,7885358465.48,7023142871.85,0.155316804067228,5958780128.84,0.14340504482591,180090116.74,525794253.62,27508430.51,894982031.84,902876951.65,158786718.16,-,-,-,-,-,61537968.38,-,-,-,-,-,-,-,-,0.148531,0.126067,0.088554,655248439.39,-,2019/7/2 10:42:48,5958780128.84
300785,016014,80635532,值得买,电子信息,003,001,2,cyb,2019-07-01T00:00:00,2019-03-31T00:00:00,18142468.29,103352392.2,84892265.09,0.374467010903692,27190502.5,0.637932868297626,22471852.47,14554146.27,1644125.97,19434955.52,19487141.9,1344673.61,-,-,-,-,-,2194004.36,-,-,-,-,-,-,-,-,0.301658,0.041922,0.087651,17272880.13,0.0887678747,2019/7/1 0:56:58,27190502.5
300688,016039,80495353,创业黑马,文化传媒,003,001,2,cyb,2019-06-28T00:00:00,2019-03-31T00:00:00,10101853.21,44012402.09,34348381.04,0.338698594965628,19741355.84,0.627376814321389,6284659.74,8917275.24,-205414.65,10724754.69,10724754.69,1690965.62,-,-,-,-,-,133986.08,-,-,-,-,-,-,-,-,0.678657,6.379589,1.245364,9611618.5,76.0713898475,2019/6/28 16:27:15,19741355.84
002263,016053,80080326,*ST东南,包装材料,003,001,2,,2019-06-28T00:00:00,2019-03-31T00:00:00,-4450324.64,369437552.24,377462436.5,0.262268230698519,340159169.97,0.256176487977682,2342236.43,10676987.28,12211542.33,-6009149.44,-4450324.64,-,-,-,-,-,-,868781.51,-,-,-,-,-,-,-,-,0.267877,0.117162,0.310846,-8024884.26,-0.050206549,2019/6/27 20:53:21,340159169.97
600610,016046,10000417,*ST毅达,园林工程,003,001,2,,2019-06-28T00:00:00,2019-03-31T00:00:00,-7758300.46,0.0,3258300.46,0.161759223186915,-,-,-,224812.9,3033487.56,-3258300.46,-7758300.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.005953,-1.355172,-3258300.46,-0.0059525877,2019/6/27 21:33:47,-
600146,016010,10000112,商赢环球,纺织服装,003,001,2,shzb,2019-06-26T00:00:00,2019-03-31T00:00:00,-81078574.2,345671234.45,426471680.18,-0.243810660788796,216123979.46,-0.410011376405585,125350177.67,70257784.6,10075866.46,-81485064.12,-81914586.63,5300.43,-,-,-,-,-,133010.7,-,-,-,-,-,-,-,-,-0.393382,-8.715944,-8.92703,-81455581.22,-56.1395541119,2020/2/10 10:55:47,216123979.46
000638,016037,10000971,万方发展,国际贸易,003,001,2,szzb,2019-06-26T00:00:00,2019-03-31T00:00:00,-2023390.49,15218371.02,17627075.12,-0.394612360499442,9001670.89,-0.290135299141735,1875199.28,7219583.93,-629212.09,-2861393.39,-2891393.39,-232549.63,-,-,-,-,-,159833.11,-,-,-,-,-,-,-,-,-0.27911,0.698603,0.745312,-1554111.2,0.7593243436,2019/6/25 17:41:31,9001670.89
600774,016036,10000723,汉商集团,商业百货,003,001,2,shzb,2019-06-26T00:00:00,2019-03-31T00:00:00,2811673.22,295757583.9,285937037.06,-0.00571147321736143,200917576.82,-0.0277186954261763,23288415.34,51642322.72,6550723.53,10747995.43,140208.04,2834914.46,-,-,-,-,-,3584012.46,-,-,-,-,-,-,-,-,-0.003022,0.122327,-0.653235,8450895.42,0.0390436978,2019/6/25 19:04:00,200917576.82
000622,016043,10000957,恒立实业,机械行业,003,001,2,szzb,2019-06-25T00:00:00,2019-03-31T00:00:00,-1527679.17,114079497.64,115482515.0,5.71547373036667,109702829.05,10.3353289910492,811324.5,4545979.96,-126368.92,-1347137.58,-1347137.58,380469.77,-,-,-,-,-,248574.14,-,-,-,-,-,-,-,-,7.605604,0.535691,0.397882,-1566166.26,0.3089509333,2019/6/24 20:02:38,109702829.05
600968,016023,80106141,海油发展,石油行业,003,001,2,shzb,2019-06-25T00:00:00,2019-03-31T00:00:00,39708665.23,5783410953.2,5761600556.79,0.177317338597127,5308945436.39,0.193274386990651,53909761.45,252941857.79,65129674.56,118201401.92,117193121.88,61895163.23,-,-,-,-,-,27650999.72,-,-,-,-,-,-,-,-,0.184071,0.421535,0.620593,3428965.23,1.2873436847,2019/6/24 20:58:17,5308945436.39
688002,016061,80986900,睿创微纳,专用设备,003,001,2,,2019-06-24T00:00:00,2019-03-31T00:00:00,23240608.79,100525120.88,76306914.35,1.21249989967817,45374316.34,1.32309855524593,2883730.11,6818843.68,112059.73,24019369.59,25979544.24,2732447.76,-,-,-,-,-,1237070.58,-,-,-,-,-,-,-,-,1.770569,7.656082,6.058015,19851002.66,-,2020/1/8 11:42:19,45374316.34
603906,016041,80431586,龙蟠科技,化工行业,003,001,2,shzb,2019-06-22T00:00:00,2019-03-31T00:00:00,36057483.25,436852585.15,388082229.74,0.236248547464245,293999027.65,0.223122905418395,44552336.3,22613788.71,3615292.21,51589340.67,51476380.41,7937641.79,-,-,-,-,-,5919678.22,-,-,-,-,-,-,-,-,0.264233,0.542004,0.26263,33862909.89,0.250424585,2019/6/21 19:50:05,293999027.65
000806,016020,10001101,ST银河,输配电气,003,001,2,,2019-06-20T00:00:00,2019-03-31T00:00:00,-12415867.69,160729578.07,179458938.67,-0.152682748025737,107148627.32,-0.228661599953766,18137100.22,34133832.56,15760494.51,-11907060.78,-12407079.82,1826616.83,-,-,-,-,-,1784889.15,-,-,-,-,-,-,-,-,-0.145436,0.395357,0.393835,-14084128.31,0.4203113691,2019/6/19 20:31:29,107148627.32
002966,016029,80071686,苏州银行,银行,003,001,2,zxb,2019-06-17T00:00:00,2019-03-31T00:00:00,704513264.0,2473480443.0,1557614650.0,-,1557614650.0,0.466792223502762,-,660276935.0,-,915865793.0,910767323.0,173381343.0,2473480443.0,1473878968.0,-0.031515017407138,324503204.0,-,24107859.0,660276935.0,-,-,-,-,-,-,-,0.384193,0.263214,0.089316,702808264.0,0.1458766121,2019/6/17 8:20:36,-
600300,016012,10000244,维维股份,食品饮料,003,001,2,shzb,2019-06-15T00:00:00,2019-03-31T00:00:00,91968634.42,1532685013.89,1502750960.98,0.056803025291815,1236820357.14,0.0688640092683287,120610128.67,74045970.65,39269232.7,105770707.93,105793468.0,15470091.35,-,-,-,-,-,27277522.83,-,-,-,-,-,-,-,-,0.002886,0.241493,0.871165,20656214.95,-0.7124138506,2019/6/14 20:35:08,1236820357.14
000620,016017,10000955,新华联,房地产,003,001,2,szzb,2019-06-15T00:00:00,2019-03-31T00:00:00,7840833.61,897420459.11,1138091779.43,0.0129047757311965,715138990.64,-0.0794169980060872,72329597.84,123779123.21,169288370.14,12639343.75,8606688.5,13613084.8,-,-,-,-,-,55870260.32,-,-,-,-,-,-,-,-,-0.14079,-0.75035,-0.799165,-126308969.36,-4.5556247858,2019/6/14 20:06:04,715138990.64
000157,016043,10000667,中联重科,机械行业,003,001,2,szzb,2019-06-14T00:00:00,2019-03-31T00:00:00,1002111619.87,9016755410.05,8170093427.1,0.341625401362876,6310895956.89,0.328775097104833,714871584.83,434129034.16,404528449.41,1140544204.86,1143672426.2,162240147.8,-,-,-,-,-,75902168.98,-,-,-,-,-,-,-,-,0.417625,1.60003,1.659786,820439604.39,1.9227803777,2019/6/13 17:46:50,6310895956.89
600090,016047,10000063,同济堂,医疗行业,003,001,2,shzb,2019-06-14T00:00:00,2019-03-31T00:00:00,138589227.05,2604858407.29,2406374325.5,0.0717663582534541,2273194699.17,0.102196729204478,65992940.98,37998949.86,21903774.11,198525577.16,197656566.98,52478185.13,-,-,-,-,-,7073944.87,-,-,-,-,-,-,-,-,0.070475,0.055319,0.043282,138151299.08,0.0424554102,2019/6/13 17:14:25,2273194699.17
688266,016024,80292140,泽璟制药,医药制造,003,001,2,,2019-06-10T00:00:00,2019-03-31T00:00:00,-170132628.57,-,174489520.18,-,-,-,-,139998405.8,514777.16,-173660032.13,-173660032.13,-1015793.53,-,-,-,-,-,143314.34,-,-,-,-,-,-,-,-,-,-,-,-45186687.47,-,2019/6/10 17:38:16,-
603256,016044,80206419,宏和科技,玻璃陶瓷,003,001,2,shzb,2019-06-10T00:00:00,2019-03-31T00:00:00,30618279.99,164819255.24,131503390.77,-0.236346931132522,105814958.9,-0.237179521791949,3065973.5,13272623.59,137980.37,33315864.47,35990954.44,5372674.45,-,-,-,-,-,888854.69,-,-,-,-,-,-,-,-,-0.241239,-0.259951,-0.204032,28344453.52,-0.2599065789,2019/6/10 0:36:05,105814958.9
300601,016024,80313152,康泰生物,医药制造,003,001,2,cyb,2019-06-10T00:00:00,2019-03-31T00:00:00,99720802.41,341578343.59,229031603.52,-0.182044131842783,24614146.07,-0.316614126930236,126708479.8,38217117.04,3231914.06,117612756.98,117611807.49,17891005.08,-,-,-,-,-,1531927.7,-,-,-,-,-,-,-,-,-0.153061,-0.0689,-0.092452,96409063.22,-0.0864616246,2019/6/10 20:35:20,24614146.07
300093,016044,80132396,金刚玻璃,玻璃陶瓷,003,001,2,cyb,2019-06-06T00:00:00,2019-03-31T00:00:00,870882.6,132834774.24,132535800.36,0.0497416314607077,88952599.2,0.0766114027326268,15327044.64,14166022.42,5019674.8,460791.88,450791.88,-430433.95,-,-,-,-,-,2403306.78,-,-,-,-,-,-,-,-,0.04724,-0.417397,0.292848,870882.6,0.2928477208,2019/6/6 21:32:07,88952599.2
300781,016039,80631827,因赛集团,文化传媒,003,001,2,cyb,2019-06-05T00:00:00,2019-03-31T00:00:00,10155452.37,94266849.39,81781877.88,0.0389043336795873,55957867.84,-0.00143994954942495,20068045.91,6201748.7,-168948.81,12549303.9,12486072.1,2353013.95,-,-,-,-,-,76016.98,-,-,-,-,-,-,-,-,0.038808,0.015099,0.022689,10202717.27,0.02744847,2019/6/4 21:14:15,55957867.84
603301,016047,80642024,振德医疗,医疗行业,003,001,2,shzb,2019-06-04T00:00:00,2019-03-31T00:00:00,30614800.03,333965152.94,324366371.11,0.217024261258441,236933386.04,0.184680796118676,35154341.05,32561005.61,10450944.2,35216048.45,35277068.96,4129503.52,-,-,-,-,-,2816044.32,-,-,-,-,-,-,-,-,0.192928,0.464715,0.553515,8623574.2,-0.2385397736,2019/6/3 20:32:04,236933386.04
300594,016008,80618963,朗进科技,交运设备,003,001,2,cyb,2019-06-03T00:00:00,2019-03-31T00:00:00,19064038.79,114300409.28,97235856.94,0.17069113230381,72647341.41,0.200981569210657,6781257.33,4705212.9,327227.92,18366707.05,21083696.81,2060591.69,-,-,-,-,-,963745.9,-,-,-,-,-,-,-,-,0.09755,-0.148947,0.048235,16378565.8,-0.090946712,2019/6/3 9:05:39,72647341.41
688118,016057,80189545,普元信息,软件服务,003,001,2,,2019-06-03T00:00:00,2019-03-31T00:00:00,-17026482.95,18752654.94,39907477.52,-,7718239.95,-,19681202.45,4844650.5,-759067.12,-17198142.2,-17198191.41,-171708.46,-,-,-,-,-,251955.22,-,-,-,-,-,-,-,-,-,-,-,-17355933.66,-,2019/6/3 17:38:33,7718239.95
002956,016012,80734448,西麦食品,食品饮料,003,001,2,zxb,2019-06-03T00:00:00,2019-03-31T00:00:00,47962700.44,267511617.2,215575678.99,0.133284429071043,106791979.96,0.179902236315415,96133909.52,8320274.71,305750.39,55788498.29,55798512.59,7835812.15,-,-,-,-,-,3374939.66,-,-,-,-,-,-,-,-,0.126504,0.179028,0.206081,45065769.66,0.1347517382,2019/6/3 7:49:04,106791979.96
300783,016012,80372124,三只松鼠,食品饮料,003,001,2,cyb,2019-06-03T00:00:00,2019-03-31T00:00:00,249293002.69,2867672303.57,2533100949.96,0.302605573872728,1916825295.01,0.248729159751327,551397376.05,33773372.3,-3003756.72,336033801.65,337289773.7,87996771.01,-,-,-,-,-,22809293.51,-,-,-,-,-,-,-,-,0.271748,0.082302,0.069516,246730789.79,0.0683851775,2020/1/8 11:42:18,1916825295.01
688026,016018,80452333,洁特生物,塑胶制品,003,001,2,,2019-06-03T00:00:00,2019-03-31T00:00:00,5176451.12,31015859.59,28739930.55,-,18124890.24,-,3600956.08,2138810.4,2116594.88,6175338.55,6175338.55,998887.43,-,-,-,-,-,605686.09,-,-,-,-,-,-,-,-,-,-,-,2556951.12,-,2020/1/8 11:42:18,18124890.24
000655,016033,10000977,金岭矿业,钢铁行业,003,001,2,szzb,2019-06-01T00:00:00,2019-03-31T00:00:00,29651007.93,288107820.23,254809121.41,0.11298172146424,214985457.45,0.146139315120409,5778148.81,23758903.02,-159565.93,37247456.52,36994744.5,8262858.46,-,-,-,-,-,8180208.32,-,-,-,-,-,-,-,-,0.172751,0.923941,1.028225,29896772.93,1.9666318854,2019/5/31 18:32:47,214985457.45
002247,016039,80114925,聚力文化,文化传媒,003,001,2,zxb,2019-05-31T00:00:00,2019-03-31T00:00:00,34809108.51,803484698.8,792635266.58,0.102570992212315,722347423.03,0.0699190331733688,21245689.43,27105305.5,8497276.38,25642701.38,25787573.98,-7924260.63,-,-,-,-,-,3245089.86,-,-,-,-,-,-,-,-,-0.095136,-0.859524,-0.790257,21739693.48,-0.8692496887,2019/5/30 18:22:30,722347423.03
300780,016043,80451973,德恩精工,机械行业,003,001,2,cyb,2019-05-30T00:00:00,2019-03-31T00:00:00,13088422.59,124664410.09,108712943.49,0.119604720549263,85379690.91,0.130626259764945,9356304.5,6990202.91,3369359.9,16283686.85,16194778.47,3129300.53,-,-,-,-,-,2016746.35,-,-,-,-,-,-,-,-,0.140451,0.190416,0.179804,12875786.2,0.3096899278,2019/5/29 21:17:07,85379690.91
000719,016039,10001035,中原传媒,文化传媒,003,001,2,szzb,2019-05-30T00:00:00,2019-03-31T00:00:00,89529803.65,1694813717.6,1626308367.8,0.0722998755284566,1204045106.19,0.0685290697897954,205056903.32,215952348.23,-10122402.67,88144173.74,91561121.18,3969616.62,-,-,-,-,-,16992721.63,-,-,-,-,-,-,-,-,0.067646,0.11771,0.155713,86140578.21,0.1437413794,2020/2/10 10:58:43,1204045106.19
000780,016011,10001079,平庄能源,煤炭采选,003,001,2,szzb,2019-05-30T00:00:00,2019-03-31T00:00:00,-175785456.63,402608877.77,582233047.84,0.044371249029432,339646252.24,0.183207698433997,9908192.49,163875805.31,-1124996.71,-179624170.07,-179817840.49,-4032383.86,-,-,-,-,-,34278728.81,-,-,-,-,-,-,-,-,-0.248655,-7.29851,-42.502016,-175591786.21,-8.2127380176,2019/5/29 16:46:05,339646252.24
300156,016048,80149814,神雾环保,环保工程,003,001,2,cyb,2019-05-30T00:00:00,2019-03-31T00:00:00,-47640653.67,13114608.91,60139590.88,-0.517366011703262,4290292.48,-0.901407172282684,1145745.42,18390791.12,36204888.2,-47024981.97,-47640653.67,-,-,-,-,-,-,600.0,-,-,-,-,-,-,-,-,-0.802273,0.224171,0.193455,-47024981.97,0.1871189706,2019/5/30 21:23:58,4290292.48
300780,016043,80451973,德恩精工,机械行业,003,001,2,cyb,2019-05-30T00:00:00,2019-03-31T00:00:00,13088422.59,124664410.09,108712943.49,0.119604720549263,85379690.91,0.130626259764945,9356304.5,6990202.91,3369359.9,16283686.85,16194778.47,3129300.53,-,-,-,-,-,2016746.35,-,-,-,-,-,-,-,-,0.140451,0.190416,0.179804,12875786.2,0.3096899278,2019/5/29 21:17:07,85379690.91
000719,016039,10001035,中原传媒,文化传媒,003,001,2,szzb,2019-05-30T00:00:00,2019-03-31T00:00:00,89529803.65,1694813717.6,1626308367.8,0.0722998755284566,1204045106.19,0.0685290697897954,205056903.32,215952348.23,-10122402.67,88144173.74,91561121.18,3969616.62,-,-,-,-,-,16992721.63,-,-,-,-,-,-,-,-,0.067646,0.11771,0.155713,86140578.21,0.1437413794,2020/2/10 10:58:43,1204045106.19
000780,016011,10001079,平庄能源,煤炭采选,003,001,2,szzb,2019-05-30T00:00:00,2019-03-31T00:00:00,-175785456.63,402608877.77,582233047.84,0.044371249029432,339646252.24,0.183207698433997,9908192.49,163875805.31,-1124996.71,-179624170.07,-179817840.49,-4032383.86,-,-,-,-,-,34278728.81,-,-,-,-,-,-,-,-,-0.248655,-7.29851,-42.502016,-175591786.21,-8.2127380176,2019/5/29 16:46:05,339646252.24
300330,016014,80166747,华虹计通,电子信息,003,001,2,cyb,2019-05-29T00:00:00,2019-03-31T00:00:00,80598.09,47206407.29,48101392.17,0.46598904004857,36592049.38,0.637856106149032,493579.49,7663298.73,-114227.15,-277378.9,-276878.9,-357476.99,-,-,-,-,-,18579.55,-,-,-,-,-,-,-,-,0.495474,-0.203501,1.442927,80173.09,1.4405912257,2019/5/29 20:10:05,36592049.38
603035,016035,80147096,常熟汽饰,汽车行业,003,001,2,shzb,2019-05-29T00:00:00,2019-03-31T00:00:00,24916083.74,293306888.52,299438067.27,-0.091452941036386,224690128.35,-0.126044004427282,5392902.37,43630581.67,10270802.84,27656083.0,27717201.79,4639914.28,-,-,-,-,-,5650237.9,-,-,-,-,-,-,-,-,-0.135487,-0.696551,-0.718574,14687919.53,-0.8312023474,2019/5/28 15:56:40,224690128.35
300611,016008,80383174,美力科技,交运设备,003,001,2,cyb,2019-05-28T00:00:00,2019-03-31T00:00:00,9347169.95,148633886.86,138339094.42,0.381447716126764,107596035.71,0.421145497807954,8164319.79,13028649.52,2646979.36,10294792.44,10683602.81,2120895.28,-,-,-,-,-,1511495.01,-,-,-,-,-,-,-,-,0.353174,0.018119,0.090095,9046115.36,0.1139659527,2019/5/27 16:57:06,107596035.71
300782,016022,80693839,卓胜微,电子元件,003,001,2,cyb,2019-05-27T00:00:00,2019-03-31T00:00:00,41772809.92,181270721.29,134766054.11,0.356460909514012,85596223.62,0.447176244697886,8981113.96,5594797.58,5315474.0,48929793.57,48944016.55,7740916.79,-,-,-,-,-,1230505.61,-,-,-,-,-,-,-,-,0.419712,0.725775,0.729861,39692575.69,0.6495135786,2020/1/10 15:01:46,85596223.62
300669,016043,80498301,沪宁股份,机械行业,003,001,2,cyb,2019-05-24T00:00:00,2019-03-31T00:00:00,6541976.23,56789481.46,50896046.42,0.234727737959246,37859764.08,0.201788948466422,2892822.01,6064900.21,-16371.49,7433507.26,7454564.1,912587.87,-,-,-,-,-,427684.15,-,-,-,-,-,-,-,-,0.258956,0.309324,0.248212,5224581.08,0.5123684607,2019/5/24 17:55:30,37859764.08
300247,016043,80138278,融捷健康,机械行业,003,001,2,cyb,2019-05-24T00:00:00,2019-03-31T00:00:00,-20362903.27,183438190.21,206445474.79,-0.137668346698548,147654367.21,-0.212851977430215,21045803.27,22226532.34,6647151.69,-22668128.94,-21606761.54,258236.1,-,-,-,-,-,2613035.69,-,-,-,-,-,-,-,-,-0.29912,-1.868343,-1.810884,-21264639.28,-1.9371920018,2019/5/24 16:10:27,147654367.21
300287,016057,80190205,飞利信,软件服务,003,001,2,cyb,2019-05-23T00:00:00,2019-03-31T00:00:00,15623269.6,345152429.04,332052658.66,-0.218646123484851,236907597.45,-0.286157728537924,23199880.85,46092362.84,7824446.45,15952565.72,15880853.32,930337.62,-,-,-,-,-,916154.15,-,-,-,-,-,-,-,-,-0.358585,-0.861155,-0.840645,14178022.08,-0.8532462435,2019/5/23 19:46:00,236907597.45
300538,016041,80374272,同益股份,化工行业,003,001,2,cyb,2019-05-23T00:00:00,2019-03-31T00:00:00,8556702.76,283970829.98,273819717.19,-0.00187547805958676,250359476.33,-0.0133464435977855,9947355.94,8830862.77,1150089.78,10636301.94,10693679.01,1466808.21,-,-,-,-,-,463144.95,-,-,-,-,-,-,-,-,-0.001569,0.001478,0.095216,8374777.87,0.1334564811,2019/5/23 20:25:00,250359476.33
300317,016022,80195381,珈伟新能,电子元件,003,001,2,cyb,2019-05-23T00:00:00,2019-03-31T00:00:00,-29371972.58,260811458.19,287473129.85,-0.36476830932552,174534957.05,-0.468045846049274,30679908.85,30267232.63,38749126.73,-26317570.74,-29334669.03,2450153.05,-,-,-,-,-,3026392.87,-,-,-,-,-,-,-,-,-0.449521,-1.74863,-2.137553,-26905657.57,-2.7809795794,2019/5/23 18:46:25,174534957.05
002714,016009,80198868,牧原股份,农牧饲渔,003,001,2,zxb,2019-05-22T00:00:00,2019-03-31T00:00:00,-540937526.98,3048109324.17,3735724553.31,0.387051105455875,3359769950.96,0.402536759548896,22525222.66,150488257.21,177263106.77,-557712734.65,-553862645.08,2979063.71,-,-,-,-,-,5983148.03,-,-,-,-,-,-,-,-,0.10618,-4.861353,-4.976385,-559749705.57,-5.017301686,2019/5/21 19:48:13,3359769950.96
600145,016044,10000111,*ST新亿,玻璃陶瓷,003,001,2,,2019-05-22T00:00:00,2019-03-31T00:00:00,-73222.5,4430788.34,5989137.14,-0.847899441032071,1921136.0,-0.841153180206457,2133946.29,840216.51,1077593.92,-1558348.8,-1563704.32,23807.75,-,-,-,-,-,16244.42,-,-,-,-,-,-,-,-,-0.668982,0.940042,-1.007429,-1587512.07,0.9389202512,2019/5/21 19:06:03,1921136.0
300530,016041,80357700,达志科技,化工行业,003,001,2,cyb,2019-05-22T00:00:00,2019-03-31T00:00:00,8739560.08,41754185.5,35195212.78,0.438512838115872,28316917.8,0.573926324298781,1484023.89,3970679.25,23469.91,10604286.7,10588632.89,1578545.01,-,-,-,-,-,265068.2,-,-,-,-,-,-,-,-,0.257254,-0.114427,-0.117412,5399706.66,-0.2585376041,2019/5/22 19:41:57,28316917.8
300414,016022,80201125,中光防雷,电子元件,003,001,2,cyb,2019-05-22T00:00:00,2019-03-31T00:00:00,8521325.39,87194622.12,82905794.16,0.0487712856582099,59909207.79,0.0140638660241687,8625005.31,6237276.58,1165833.36,8848656.56,8910196.75,1063853.22,-,-,-,-,-,1515712.71,-,-,-,-,-,-,-,-,-0.006855,-0.318778,-0.221932,7943649.42,0.0506303104,2019/5/22 16:29:53,59909207.79
002955,016060,80919126,鸿合科技,文教休闲,003,001,2,zxb,2019-05-22T00:00:00,2019-03-31T00:00:00,17895096.35,612985761.75,610243637.38,0.0582311962785975,453257045.78,0.0143006062364662,75666751.82,28417485.26,13032336.75,16804979.47,17641301.7,1396406.61,-,-,-,-,-,1129193.7,-,-,-,-,-,-,-,-,0.064804,-0.265327,-0.101644,5831958.51,30.3200440417,2019/5/21 21:18:13,453257045.78
603327,016022,80746570,福蓉科技,电子元件,003,001,2,shzb,2019-05-22T00:00:00,2019-03-31T00:00:00,67615173.65,288272422.29,208555391.77,-0.0511495021906924,177260885.11,-0.0481431480768401,12529385.68,4910992.23,6429497.69,79788438.8,79789479.79,12174306.14,-,-,-,-,-,3732430.91,-,-,-,-,-,-,-,-,0.040349,0.39117,0.503146,67515478.86,0.5754537434,2019/5/21 20:02:12,177260885.11
300421,016059,80201106,力星股份,金属制品,003,001,2,cyb,2019-05-22T00:00:00,2019-03-31T00:00:00,18033490.59,171076073.49,151818772.92,0.0678798414856061,131683251.8,0.10156776574156,2430555.43,6725725.07,2773920.5,21608627.47,21565902.29,3532411.7,-,-,-,-,-,1963052.33,-,-,-,-,-,-,-,-,0.049945,0.014535,6.8e-05,16071179.13,-0.0560556283,2019/5/22 13:18:44,131683251.8
