scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
603198,016031,80277843,迎驾贡酒,酿酒行业,004,001,2,shzb,2019-10-31T00:00:00,2019-09-30T00:00:00,600440295.02,2648954039.42,1897211078.29,0.050384159061013,994872192.71,0.0264511992721916,367844026.72,128284707.24,-8307412.46,816298681.89,802424143.87,201702158.44,-,-,-,-,-,396339297.95,-,-,-,-,-,-,-,-,0.086889,0.198789,0.205477,562533271.26,0.1815937123,2020/1/8 12:05:05,994872192.71
600789,016024,10000738,鲁抗医药,医药制造,004,001,2,shzb,2019-10-31T00:00:00,2019-09-30T00:00:00,101644484.61,2731439576.37,2625167059.32,0.184513587281049,1960961572.71,0.198160731848076,409733353.22,99189371.47,32564015.39,112937473.5,122644109.77,15508656.25,-,-,-,-,-,21564600.13,-,-,-,-,-,-,-,-,0.150736,-0.303461,-0.294249,66328635.95,-0.450786959,2020/1/8 12:04:41,1960961572.71
002486,016010,80151473,嘉麟杰,纺织服装,004,001,2,zxb,2019-10-31T00:00:00,2019-09-30T00:00:00,-19126842.07,726928746.52,719048113.47,0.113155077660593,579225734.72,0.14333996747646,82540035.47,52470208.26,-4582573.61,20961431.39,20367144.69,39178967.5,-,-,-,-,-,943701.75,-,-,-,-,-,-,-,-,0.164311,13.682551,-2.844958,-23253076.97,-4.5379142268,2020/1/8 12:05:23,579225734.72
601866,016016,10002328,中远海发,港口水运,004,001,2,shzb,2019-10-31T00:00:00,2019-09-30T00:00:00,1291108810.51,10212837046.15,10739309264.12,-0.200373953713477,7723279528.34,-0.257118240082443,10491072.94,659360349.87,2293928971.97,1405166966.64,1402044519.06,110935708.55,-,-,-,-,-,52161034.62,-,-,-,-,-,-,-,-,-0.241058,0.194303,0.602776,1151606639.35,0.5878189394,2020/1/8 12:05:25,7723279528.34
000537,016017,10000879,广宇发展,房地产,004,001,2,szzb,2019-10-31T00:00:00,2019-09-30T00:00:00,2460053402.84,13080571941.65,9759609521.06,-0.145381391180526,7671144153.53,-0.21113094320904,283306926.14,222109759.86,191513032.74,3314649299.06,3330862668.47,870809265.63,-,-,-,-,-,1391535648.79,-,-,-,-,-,-,-,-,-0.094628,0.089139,0.066392,2441421790.47,0.0462358756,2020/1/8 12:05:09,7671144153.53
600460,016022,10001264,士兰微,电子元件,004,001,2,shzb,2019-10-31T00:00:00,2019-09-30T00:00:00,50486296.26,2223768361.77,2378308535.19,0.112063948675332,1799282187.58,0.111507240243694,74193502.64,166448187.59,95617416.21,-61775204.95,-62326188.47,-19423127.41,-,-,-,-,-,14087983.83,-,-,-,-,-,-,-,-,0.005245,-1.66325,-0.666502,-45423935.77,-1.4024888526,2020/1/8 12:04:04,1799282187.58
000425,016043,10000696,徐工机械,机械行业,004,001,2,szzb,2019-10-31T00:00:00,2019-09-30T00:00:00,3020012958.34,43238846038.23,39604037008.71,0.236471881072309,35210778020.21,0.258910742821762,2096661469.15,630511072.93,-65894391.37,3371843314.03,3382586890.74,348370055.54,-,-,-,-,-,214679032.21,-,-,-,-,-,-,-,-,0.2689,1.016746,1.002792,2722945022.49,0.9923909683,2020/1/8 12:05:23,35210778020.21
603819,016043,80373333,神力股份,机械行业,004,001,2,shzb,2019-10-31T00:00:00,2019-09-30T00:00:00,90488365.05,805244777.15,777792128.87,0.21656288459914,700951198.46,0.194613848258524,20550291.09,35992624.49,9661032.35,105119692.57,106065790.85,15577425.8,-,-,-,-,-,5064026.78,-,-,-,-,-,-,-,-,0.18738,1.68911,1.747122,22561159.11,-0.287502327,2020/1/8 12:05:03,700951198.46
600753,016037,10000702,东方银星,国际贸易,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,13861525.38,1146113009.09,1127684407.4,-0.284114434873672,1112620837.67,-0.288315516190399,3100719.62,11329968.02,27337.3,22675858.07,22513611.5,6260160.25,-,-,-,-,-,605544.79,-,-,-,-,-,-,-,-,-0.276345,1.187364,1.369819,10797768.02,1.4089072811,2020/1/8 12:03:25,1112620837.67
600058,016037,10000031,五矿发展,国际贸易,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,140911792.88,44199262981.39,43995453245.57,0.111439977008063,42733245038.49,0.119201084257719,264458114.1,716447467.02,234636514.75,178067638.58,215442543.54,80016722.58,-,-,-,343732.02,-0.788626180140242,46417792.9,-,343732.02,-,-,-,-,-,-,0.114252,1.9911,1.356122,15784248.77,1.0732926848,2020/1/8 12:03:15,42733245038.49
600229,016039,10000186,城市传媒,文化传媒,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,261078641.55,1618001271.56,1402570748.78,0.0397882458119972,1000471146.5,0.0302765108327724,196126186.06,188246444.23,4710037.56,260124801.14,260967312.64,483994.71,-,-,-,-,-,13016934.43,-,-,-,-,-,-,-,-,0.047551,0.367849,0.361981,194143281.0,0.0793315249,2020/1/8 12:02:21,1000471146.5
600037,016039,10000021,歌华有线,文化传媒,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,472636569.8,1814195296.58,1473178710.99,0.102958355096484,1367343701.09,0.0772908392761942,97715841.19,71207564.15,-111492890.01,473847896.59,475459940.44,2823370.64,-,-,-,-,-,11775548.13,-,-,-,-,-,-,-,-,0.007016,-0.134493,-0.13577,328745775.43,-0.2671148189,2020/1/8 12:02:15,1367343701.09
000900,016002,10001166,现代投资,高速公路,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,822027790.94,9940204787.03,9025320783.68,0.0958738488270923,8241478131.53,0.0837987562412742,81973612.87,249419482.48,351865227.34,1070410817.79,1082788479.85,262890763.74,-,83644761.21,-,539584.66,-,26983741.44,-,539584.66,83644761.21,-,-,-,-,-,0.105429,0.056114,0.027184,790388305.58,0.0182427838,2020/1/8 12:03:06,8241478131.53
300566,016022,80394893,激智科技,电子元件,004,001,2,cyb,2019-10-30T00:00:00,2019-09-30T00:00:00,49178662.1,742581567.47,683933972.76,0.131185748207739,544441959.93,0.148654989102112,26986528.07,25645162.71,23195075.27,63282570.71,62063532.35,9851561.95,-,-,-,-,-,5682220.88,-,-,-,-,-,-,-,-,0.156062,0.275064,0.060258,35634002.26,-0.1445331746,2020/1/8 12:02:19,544441959.93
603693,016007,80089017,江苏新能,电力行业,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,191872962.57,1080382645.61,817145317.72,0.0330730560925046,659402445.94,0.0506600974048582,-,55678065.01,85707300.81,262030229.5,262405760.39,34228020.85,-,-,-,-,-,9341728.82,-,-,-,-,-,-,-,-,-0.030689,-0.24854,-0.32371,188464924.5,-0.3288217289,2020/1/8 12:03:23,659402445.94
688020,016040,80509322,方邦股份,材料行业,004,001,2,,2019-10-30T00:00:00,2019-09-30T00:00:00,105137501.18,230984518.38,119155858.03,0.18145508875767,73047683.93,0.220538536170144,7001125.04,18918533.59,-4739395.97,126159123.17,125958349.17,16453414.29,-,-,-,-,-,2319543.9,-,-,-,-,-,-,-,-,0.040686,0.017936,0.045831,95872344.47,-0.0073701467,2020/1/8 12:03:23,73047683.93
603655,016035,80511089,朗博科技,汽车行业,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,13615392.97,109298842.69,96207059.68,-0.11674635131591,64749584.38,-0.118555091512649,3701196.68,20699127.86,-1243005.2,15859918.33,15686861.73,2071468.76,-,-,-,-,-,2110016.31,-,-,-,-,-,-,-,-,-0.162793,-0.278556,-0.419304,10573860.58,-0.4266542449,2020/1/8 12:03:22,64749584.38
600629,016005,10000436,华建集团,工程建设,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,224899596.64,4923467037.16,4682656057.73,0.158660421743669,3812602231.86,0.166357822246676,52620576.58,626967855.31,6355528.5,250101778.34,297512512.83,46526986.43,-,-,-,-,-,23252060.24,-,-,-,-,-,-,-,-,0.154581,0.061517,0.081338,188286970.45,0.1533825935,2020/1/8 12:02:16,3812602231.86
600744,016007,10000551,华银电力,电力行业,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,-90869492.7,5969499726.2,6084971294.85,-0.124296943934266,5490432881.83,-0.135911710467888,9021480.59,103975560.43,407534359.76,-71822325.23,-71384349.49,23101752.87,-,-,-,-,-,73895169.3,-,-,-,-,-,-,-,-,-0.124544,-4.75958,-55.142374,-97614429.4,0.0357025965,2020/1/8 12:03:18,5490432881.83
002505,016009,80155109,大康农业,农牧饲渔,004,001,2,zxb,2019-10-30T00:00:00,2019-09-30T00:00:00,53390240.8,9822699129.22,9977496884.26,-0.179684258786421,8906016380.64,-0.1671071231405,369037164.55,453623931.76,232536389.42,-5676837.76,779416.28,-67120176.61,-,-,-,-,-,16283017.89,-,-,-,-,-,-,-,-,-0.146356,0.963207,0.261464,917086.74,1.0085883495,2020/1/8 12:03:43,8906016380.64
600992,016059,10001364,贵绳股份,金属制品,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,19377286.84,1674697744.08,1659281321.46,0.0842704167869334,1470650287.18,0.0871970620799638,141376249.92,30380177.72,1082333.26,22612257.38,22603983.61,3226696.77,-,-,-,-,-,9355912.72,-,-,-,-,-,-,-,-,0.086224,0.13394,0.137578,11375834.64,0.4903580353,2020/1/8 12:02:15,1470650287.18
601872,016016,80087787,招商轮船,港口水运,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,722557014.83,9807058238.83,9307529875.22,0.31716541332069,8226553679.86,0.292944168909187,20153190.87,359364150.17,688261434.22,771995459.61,775549139.54,39732599.82,-,-,-,-,-,10286956.67,-,-,-,-,-,-,-,-,0.339947,0.884861,0.642483,682351786.44,1.9704858488,2020/1/8 12:02:23,8226553679.86
600657,016017,10000464,信达地产,房地产,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,613789582.47,8705617855.26,8212416167.14,0.131671241103369,6213078509.33,0.178888328552117,214522894.0,569793959.46,563272779.69,1092188160.18,1099813104.49,413807853.66,-,-,-,-,-,649368708.36,-,-,-,-,-,-,-,-,0.09477,0.167464,-0.30821,403410825.84,0.5962234202,2020/1/8 12:03:22,6213078509.33
600539,016019,10000366,ST狮头,家电行业,004,001,2,,2019-10-30T00:00:00,2019-09-30T00:00:00,6979888.1,39259284.75,32157584.78,-0.287799713612545,33175673.77,-0.259444748789172,2182145.04,6252748.23,-9836005.44,7195515.95,7231087.03,132209.96,-,-,-,-,-,383023.18,-,-,-,-,-,-,-,-,-0.339213,-0.495492,-0.208264,6961213.28,-0.2050018903,2020/1/8 12:03:46,33175673.77
600281,016041,10000228,太化股份,化工行业,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,-32388428.32,318889783.95,341311733.2,-0.387123531906417,304193686.02,-0.414281142731614,1211804.28,17070863.26,17468754.74,-28026029.85,-33519545.09,-1131116.77,-,-,-,-,-,1366624.9,-,-,-,-,-,-,-,-,-0.403482,0.274528,0.062388,-28015642.22,0.1924217311,2020/1/8 12:02:34,304193686.02
000785,016036,10001082,居然之家,商业百货,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,135682571.72,2943775954.4,2733913059.41,-0.0346210257834627,2196971928.72,-0.0380852614785104,34791023.78,455037858.58,3235531.39,218758322.64,219201368.63,48425413.89,-,-,-,-,-,43876716.94,-,-,-,-,-,-,-,-,-0.001778,0.218167,0.434712,131265319.62,1.705854734,2020/1/8 12:02:37,2196971928.72
600234,016017,10000191,*ST山水,房地产,004,001,2,,2019-10-30T00:00:00,2019-09-30T00:00:00,8938646.46,139697524.84,120467505.7,0.125771154536035,89558245.45,0.165528022604465,6918891.42,11776174.18,9566084.72,15987351.0,15987351.0,5663539.07,-,-,-,-,-,2648109.93,-,-,-,-,-,-,-,-,0.212165,1.524853,4.339969,8938646.46,5.6395274734,2020/1/8 12:03:05,89558245.45
000498,016005,10000842,山东路桥,工程建设,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,376042180.54,15767675646.51,15028240782.73,0.516634455612227,14416602265.09,0.514368394559941,-,305863224.31,117375010.71,700421494.01,700371916.41,190358354.1,-,-,-,-,-,34715165.11,-,-,-,-,-,-,-,-,0.520513,0.414969,0.070484,325777347.89,0.0691244345,2020/1/8 12:03:30,14416602265.09
300708,016022,80215110,聚灿光电,电子元件,004,001,2,cyb,2019-10-30T00:00:00,2019-09-30T00:00:00,14226578.53,787861872.3,767956724.4,0.720536532938387,681675994.91,1.0998107800744,8662608.6,24777723.02,23665756.78,15669076.75,15873596.78,1647018.25,-,-,-,-,-,4460152.19,-,-,-,-,-,-,-,-,1.079738,1.161046,1.171924,-17890101.52,0.8169073672,2020/1/8 12:03:38,681675994.91
000587,016054,10000924,金洲慈航,珠宝首饰,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,-2138290211.14,1143122091.96,2939338560.34,-0.720588299140289,2449825982.83,-0.75422638401545,122369044.99,104204042.21,259864161.31,-2207465912.17,-2208697619.07,59497431.89,-,-,-,-,-,3075329.0,-,-,-,-,-,-,-,-,-0.889359,-20.276124,-11.696582,-2184306010.05,-8.5589415249,2020/1/8 12:03:29,2449825982.83
000831,016032,10001123,五矿稀土,有色金属,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,61533279.32,1293921498.28,1241035519.72,1.48644801090375,1181818156.88,1.56780751110504,4877062.1,37642367.93,4699148.61,56180661.11,54725106.3,-9547451.98,-,-,-,-,-,3292309.29,-,-,-,-,-,-,-,-,1.19328,-0.340862,-0.230673,60432849.37,-0.2445721395,2020/1/8 12:03:06,1181818156.88
600637,016039,10000444,东方明珠,文化传媒,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,1310591488.08,8537039083.5,7515973912.53,-0.0861996273693799,6343783531.91,-0.0804761383045333,494678041.71,597360477.32,-116588803.41,1713509879.01,1718587739.66,286529033.77,-,-,-,-,-,48822710.58,-,-,-,-,-,-,-,-,-0.080141,-0.163741,-0.132611,968992863.17,0.0881028393,2020/1/8 12:03:20,6343783531.91
000887,016018,10001155,中鼎股份,塑胶制品,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,600308631.32,8182362049.99,7491825618.62,-0.00698312204315545,5990173952.34,-0.0431532094914666,377659775.51,539194670.5,57946404.08,733807069.89,732939820.6,129829706.25,-,-,-,-,-,46161863.86,-,-,-,-,-,-,-,-,-0.064988,-0.41678,-0.428596,545774883.96,-0.4453472561,2020/1/8 12:03:11,5990173952.34
603959,016005,80329980,百利科技,工程建设,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,64874587.63,900737732.44,801146747.54,0.846028570538935,657953952.21,0.989780317568839,9455661.38,50193439.05,31319021.77,71774551.16,75224924.8,10700071.97,-,-,-,-,-,5072644.17,-,-,-,-,-,-,-,-,0.627736,-0.307342,-0.283788,61141975.53,-0.2942501292,2020/1/8 12:03:37,657953952.21
600880,016039,10000829,博瑞传播,文化传媒,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,59552450.04,302377953.2,240590693.63,-0.477465035049254,147542393.11,-0.502425193236053,18474537.56,58096747.33,-11111518.3,67394507.66,67832626.75,5648174.73,-,-,-,-,-,5486261.68,-,-,-,-,-,-,-,-,-0.330081,1.645064,1.545248,54320634.86,7.3009090183,2020/1/8 12:03:27,147542393.11
603896,016024,80422707,寿仙谷,医药制造,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,57007345.49,343694596.93,301642557.7,0.0956427398036269,54412169.96,0.210783411392056,137167889.28,82381942.66,-2575204.93,59171510.0,57146168.37,138822.88,-,-,-,-,-,2889846.68,-,-,-,-,-,-,-,-,0.059664,-0.04879,-0.049886,43079352.19,-0.1241685582,2020/1/8 12:02:22,54412169.96
300525,016057,80357676,博思软件,软件服务,004,001,2,cyb,2019-10-30T00:00:00,2019-09-30T00:00:00,4183776.53,391659496.08,378691306.03,0.698135855921374,135661477.77,0.775219522025552,81450830.05,76346875.6,1071121.77,10428415.7,10462981.85,6852971.28,-,-,-,-,-,3026001.53,-,-,-,-,-,-,-,-,0.730531,1.756537,0.742464,-375039.43,-1.2681562982,2020/1/8 12:03:39,135661477.77
600452,016007,10001332,涪陵电力,电力行业,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,313818239.06,1962122359.78,1657662247.34,0.0380501488353854,1553360545.66,0.0450380405497865,1154776.59,60089061.94,38857415.35,329811431.23,332070659.81,18252420.75,-,-,-,-,-,3930447.8,-,-,-,-,-,-,-,-,0.083322,0.552712,0.490781,311897894.77,0.500119203,2020/1/8 12:03:14,1553360545.66
002745,016022,80183535,木林森,电子元件,004,001,2,zxb,2019-10-30T00:00:00,2019-09-30T00:00:00,689167245.51,14311073151.28,13766961239.42,0.142984818647731,9842286153.54,0.0627239706751263,2298321270.05,628231850.71,483803634.76,1060782552.42,1070725640.81,371669710.84,-,-,-,-,-,100791045.02,-,-,-,-,-,-,-,-,0.158779,0.368501,0.146492,230280827.62,0.4132741685,2020/1/8 12:03:21,9842286153.54
000608,016017,10000944,阳光股份,房地产,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,-44317000.0,164305000.0,214482000.0,-0.296205754862166,16115000.0,-0.727067949325926,19267000.0,58455000.0,97829000.0,-6643000.0,1733000.0,21621000.0,-,-,-,-,-,22816000.0,-,-,-,-,-,-,-,-,-0.259374,-1.181013,-6.507539,-63671000.0,0.4738629603,2020/1/8 12:02:18,16115000.0
300322,016015,80197730,硕贝德,通讯行业,004,001,2,cyb,2019-10-30T00:00:00,2019-09-30T00:00:00,102288200.69,1289646164.08,1236921684.3,0.00523476769940784,1011469398.62,0.00499645984234802,29212962.91,92593499.71,15494097.74,115331660.97,113487502.41,7444961.91,-,-,-,-,-,5839535.61,-,-,-,-,-,-,-,-,0.00924,0.751574,1.065429,41147260.44,0.0888644768,2020/1/8 12:03:36,1011469398.62
600667,016022,10000474,太极实业,电子元件,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,452615822.23,12468430343.37,11872153837.67,0.113146693021635,11003206432.05,0.122929932221159,28993080.12,350735445.8,151883852.52,608969007.57,602330468.56,76160225.63,-,-,-,-,-,25749786.78,-,-,-,-,-,-,-,-,0.110639,0.180708,0.230101,448776364.93,0.2513251291,2020/1/8 12:02:09,11003206432.05
600284,016005,10001336,浦东建设,工程建设,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,249683587.9,3281517591.24,3134415620.92,0.686687634248192,2941091654.47,0.677626060857578,11129176.34,54684474.92,-38131583.8,268009821.36,284595663.39,31588665.69,-,-,-,-,-,8316429.56,-,-,-,-,-,-,-,-,0.694053,0.079819,0.162032,202327410.15,0.5038379206,2020/1/8 12:03:26,2941091654.47
300672,016022,80498300,国科微,电子元件,004,001,2,cyb,2019-10-30T00:00:00,2019-09-30T00:00:00,745343.19,296129692.27,337833342.76,0.465963413629783,174861093.59,0.926273427119081,24753799.14,44705780.83,4548367.25,1204787.22,1212787.22,-2684977.95,-,-,-,-,-,965015.66,-,-,-,-,-,-,-,-,0.693732,1.020113,1.015429,-51509954.03,-0.0631096864,2020/1/8 12:03:41,174861093.59
002314,016017,80134191,南山控股,房地产,004,001,2,zxb,2019-10-30T00:00:00,2019-09-30T00:00:00,79784209.26,3091806937.13,2889409754.37,-0.192678024804215,1764254364.51,-0.22881314096388,180833496.03,469931321.49,279791081.17,262638917.44,253873556.41,125808694.71,-,-,-,-,-,178610810.71,-,-,-,-,-,-,-,-,-0.276514,-0.633874,-0.655313,67715534.27,-0.6673467426,2020/1/8 12:02:20,1764254364.51
600303,016035,10000247,曙光股份,汽车行业,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,-87603189.22,2023895830.99,2117635506.3,-0.0759436367454061,1741027960.91,-0.0715794982468753,82976431.35,175293795.93,35541565.33,-94640001.3,-73798395.83,15162498.55,-,-,-,-,-,34231339.93,-,-,-,-,-,-,-,-,-0.096769,-8.238512,-1.84405,-102499555.65,-1.501256356,2020/1/8 12:02:22,1741027960.91
300781,016039,80631827,因赛集团,文化传媒,004,001,2,cyb,2019-10-30T00:00:00,2019-09-30T00:00:00,34914360.07,282255973.74,245613212.39,-0.0394691924891077,169945811.85,-0.0808153742752079,55377735.59,19167301.35,-1760309.7,40833208.75,41241628.56,6286216.92,-,-,-,-,-,598727.75,-,-,-,-,-,-,-,-,-0.071421,-0.193484,-0.197866,31578007.46,-,2020/1/8 12:03:38,169945811.85
300647,016022,80423822,超频三,电子元件,004,001,2,cyb,2019-10-30T00:00:00,2019-09-30T00:00:00,12084793.81,345539699.86,345496164.12,-0.0445186061286223,218524900.9,-0.165664378731672,25309072.4,57916361.16,18754069.5,2011429.33,2947973.09,-5840671.61,-,-,-,-,-,2285299.0,-,-,-,-,-,-,-,-,-0.099988,-0.940255,-0.127367,7592713.23,-0.0524202508,2020/1/8 12:03:27,218524900.9
000541,016022,10000883,佛山照明,电子元件,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,230715986.35,2442466273.63,2220522130.06,-0.125319199795897,1878135053.94,-0.145817480915148,179711846.84,106253674.05,-24607329.18,271171799.88,271163447.09,38512677.43,-,-,-,-,-,29771412.88,-,-,-,-,-,-,-,-,-0.153542,-0.30088,-0.287181,219252063.86,-0.3203149545,2020/1/8 12:02:29,1878135053.94
601226,016043,80199636,华电重工,机械行业,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,56780219.91,4729607973.29,4623061540.17,0.104887957070668,4254564235.95,0.111069076554382,30015257.45,200549633.83,11354820.35,48274718.12,46844444.37,-10490946.55,-,-,-,-,-,20702478.11,-,-,-,-,-,-,-,-,0.109015,0.137555,0.210096,40074910.12,0.385621787,2020/1/8 12:03:09,4254564235.95
600551,016039,10000370,时代出版,文化传媒,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,223218553.36,4454840299.02,4234950982.4,-0.00290588326731929,3880094264.07,-0.0110150661442486,140320512.28,192343617.69,-8367197.0,233056675.53,230621245.06,4410272.06,-,-,-,-,-,15528974.12,-,-,-,-,-,-,-,-,-0.001627,-0.007904,-0.064014,192685597.92,-0.0471099839,2020/1/8 12:03:20,3880094264.07
000999,016024,10001247,华润三九,医药制造,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,1969393683.43,10187324422.51,8729098309.39,0.0633924827950834,3408696621.02,0.147094911179226,4362511224.71,558726151.15,-8958040.22,2370422962.74,2386674117.32,402350841.75,-,-,-,-,-,138062885.52,-,-,-,-,-,-,-,-,0.078675,0.773265,0.770313,1175571043.72,0.1506007093,2020/1/8 12:03:43,3408696621.02
601038,016043,80037519,一拖股份,机械行业,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,70176827.65,5195752835.29,5184624116.78,-0.040194384219719,4370145738.21,-0.00879784065734506,212429491.26,251555739.71,47497952.51,81762189.63,107380828.34,32488079.51,-,43394038.43,-,2500775.5,0.314237556935415,34657135.37,-,2500775.5,43394038.43,-,-,-,-,-,0.05072,1.218391,1.176783,-33894625.44,0.9345654527,2020/1/8 12:03:31,4370145738.21
600515,016017,10000348,海航基础,房地产,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,554462275.54,6444416470.58,6170025025.7,-0.0222609605107451,4044836916.52,0.0498567753697092,128634922.82,454851060.67,1107590303.3,851154453.78,892589542.68,466856734.36,-,-,-,-,-,434111822.39,-,-,-,-,-,-,-,-,-0.030241,-0.549128,-0.550827,513001161.51,-0.5805036189,2020/1/8 12:02:36,4044836916.52
002824,016032,80374289,和胜股份,有色金属,004,001,2,zxb,2019-10-30T00:00:00,2019-09-30T00:00:00,9238968.34,914731912.11,904141054.9,0.235270106032357,767370728.69,0.198278848840263,31766589.68,52543201.03,9733739.89,13913105.35,13756407.95,2900019.87,-,-,-,-,-,3617616.94,-,-,-,-,-,-,-,-,0.201909,-0.584362,-0.644217,8593501.69,-0.6114056493,2020/1/8 12:02:24,767370728.69
601718,016010,80144523,际华集团,纺织服装,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,43803452.74,14995986448.86,15080619551.03,-0.0808329332211341,13665190619.69,-0.0892318324412141,368520573.37,653457208.88,118229596.76,89153836.77,105192450.46,53603909.24,-,-,-,-,-,81352252.2,-,-,-,-,-,-,-,-,-0.092289,-0.626457,-0.742851,-71757986.8,-2.2156964973,2020/1/8 12:02:21,13665190619.69
601098,016039,80150828,中南传媒,文化传媒,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,918260627.84,6374104850.85,5280640306.96,0.0305239439923069,3646091731.28,0.0201449586963766,892367013.33,761568075.49,-89652376.84,1010012281.79,1010591376.08,19284342.4,-,-,-,-,-,33629380.71,-,-,-,-,-,-,-,-,0.043377,0.027095,0.056099,883938814.38,0.0690600851,2020/1/8 12:02:16,3646091731.28
002901,016047,80500598,大博医疗,医疗行业,004,001,2,zxb,2019-10-30T00:00:00,2019-09-30T00:00:00,342603281.1,870210698.33,480432333.64,1.04076783102984,124636165.53,0.301103367480925,258898581.12,33557260.06,-14734473.81,421667081.47,420718355.09,67209859.76,-,-,-,-,-,10492979.22,-,-,-,-,-,-,-,-,0.595571,0.269634,0.209184,315376534.04,0.2716943281,2020/1/8 12:02:24,124636165.53
000536,016022,10000878,华映科技,电子元件,004,001,2,szzb,2019-10-30T00:00:00,2019-09-30T00:00:00,-1493113474.47,1152704897.46,2444326730.15,-0.368680175738933,1614778369.39,-0.495391295736609,31725035.73,199431803.06,310223850.59,-1528822097.74,-1525375266.42,-28499558.3,-,-,-,-,-,38121113.68,-,-,-,-,-,-,-,-,-0.683014,-1.463698,-2.242345,-1821644239.72,-2.7706881149,2020/1/8 12:03:44,1614778369.39
600538,016050,10000365,国发股份,农药兽药,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,-6132891.07,183032306.75,190417516.74,0.106102376203231,152709171.24,0.1544993998656,20463564.77,20092336.39,-4811088.07,-6309756.73,-5457623.0,675268.07,-,-,-,-,-,1911804.1,-,-,-,-,-,-,-,-,0.125727,-0.140787,-0.058495,-11852144.18,0.0946050571,2020/1/8 12:02:16,152709171.24
300243,016041,80176443,瑞丰高材,化工行业,004,001,2,cyb,2019-10-30T00:00:00,2019-09-30T00:00:00,57735101.53,902199155.74,829378528.42,-0.153194851892075,680983203.9,-0.184196171777381,85084138.83,43852628.4,9595315.83,72670240.35,69411843.31,11676741.78,-,-,-,-,-,5915035.94,-,-,-,-,-,-,-,-,-0.169676,-0.279464,-0.287076,55606658.84,-0.338371056,2020/1/8 12:03:04,680983203.9
600012,016002,10000012,皖通高速,高速公路,004,001,2,shzb,2019-10-30T00:00:00,2019-09-30T00:00:00,845539764.1,2229778209.2,1079516588.77,-0.00689655966560774,957202851.63,-0.00724177338048395,-,68805034.16,38137244.13,1178856375.54,1179650435.27,337594687.39,-,-,-,-,-,15371458.85,-,-,-,-,-,-,-,-,-0.008588,-0.003667,-0.007293,844004524.7,-0.0072935819,2020/1/8 12:02:20,957202851.63
